,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
11793,2013Q1,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11794,2013Q1,S92000003,S08000029,Lung,25.0,25.0,NHS Fife,S92000003
11795,2013Q1,S92000003,S08000029,Lymphoma,11.0,11.0,NHS Fife,S92000003
11796,2013Q1,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11797,2013Q1,S92000003,S08000029,Ovarian,6.0,5.0,NHS Fife,S92000003
11798,2013Q1,S92000003,S08000029,Upper GI,11.0,11.0,NHS Fife,S92000003
11799,2013Q1,S92000003,S08000029,Urological,27.0,27.0,NHS Fife,S92000003
11800,2013Q2,S92000003,S08000029,Breast,25.0,25.0,NHS Fife,S92000003
11801,2013Q2,S92000003,S08000029,Cervical,4.0,4.0,NHS Fife,S92000003
11802,2013Q2,S92000003,S08000029,Colorectal,29.0,28.0,NHS Fife,S92000003
11803,2013Q2,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11804,2013Q2,S92000003,S08000029,Lung,29.0,29.0,NHS Fife,S92000003
11805,2013Q2,S92000003,S08000029,Lymphoma,6.0,6.0,NHS Fife,S92000003
11806,2013Q2,S92000003,S08000029,Melanoma,4.0,3.0,NHS Fife,S92000003
11807,2013Q2,S92000003,S08000029,Ovarian,5.0,5.0,NHS Fife,S92000003
11808,2013Q2,S92000003,S08000029,Upper GI,17.0,17.0,NHS Fife,S92000003
11809,2013Q2,S92000003,S08000029,Urological,30.0,27.0,NHS Fife,S92000003
11810,2013Q3,S92000003,S08000029,Breast,32.0,32.0,NHS Fife,S92000003
11811,2013Q3,S92000003,S08000029,Cervical,3.0,2.0,NHS Fife,S92000003
11812,2013Q3,S92000003,S08000029,Colorectal,29.0,29.0,NHS Fife,S92000003
11813,2013Q3,S92000003,S08000029,Lung,30.0,30.0,NHS Fife,S92000003
11814,2013Q3,S92000003,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
11815,2013Q3,S92000003,S08000029,Melanoma,6.0,6.0,NHS Fife,S92000003
11816,2013Q3,S92000003,S08000029,Ovarian,4.0,3.0,NHS Fife,S92000003
11817,2013Q3,S92000003,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11818,2013Q3,S92000003,S08000029,Urological,46.0,39.0,NHS Fife,S92000003
11819,2013Q4,S92000003,S08000029,Breast,19.0,19.0,NHS Fife,S92000003
11820,2013Q4,S92000003,S08000029,Colorectal,23.0,22.0,NHS Fife,S92000003
11821,2013Q4,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11822,2013Q4,S92000003,S08000029,Lung,31.0,30.0,NHS Fife,S92000003
11823,2013Q4,S92000003,S08000029,Melanoma,2.0,2.0,NHS Fife,S92000003
11824,2013Q4,S92000003,S08000029,Ovarian,1.0,1.0,NHS Fife,S92000003
11825,2013Q4,S92000003,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11826,2013Q4,S92000003,S08000029,Urological,25.0,23.0,NHS Fife,S92000003
11827,2014Q1,S92000003,S08000029,Breast,22.0,22.0,NHS Fife,S92000003
11828,2014Q1,S92000003,S08000029,Cervical,3.0,3.0,NHS Fife,S92000003
11829,2014Q1,S92000003,S08000029,Colorectal,31.0,30.0,NHS Fife,S92000003
11830,2014Q1,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11831,2014Q1,S92000003,S08000029,Lung,26.0,24.0,NHS Fife,S92000003
11832,2014Q1,S92000003,S08000029,Lymphoma,6.0,6.0,NHS Fife,S92000003
11833,2014Q1,S92000003,S08000029,Melanoma,1.0,1.0,NHS Fife,S92000003
11834,2014Q1,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11835,2014Q1,S92000003,S08000029,Upper GI,21.0,20.0,NHS Fife,S92000003
11836,2014Q1,S92000003,S08000029,Urological,37.0,34.0,NHS Fife,S92000003
11837,2014Q2,S92000003,S08000029,Breast,25.0,25.0,NHS Fife,S92000003
11838,2014Q2,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11839,2014Q2,S92000003,S08000029,Colorectal,27.0,27.0,NHS Fife,S92000003
11840,2014Q2,S92000003,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11841,2014Q2,S92000003,S08000029,Lung,37.0,36.0,NHS Fife,S92000003
11842,2014Q2,S92000003,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11843,2014Q2,S92000003,S08000029,Melanoma,3.0,3.0,NHS Fife,S92000003
11844,2014Q2,S92000003,S08000029,Ovarian,5.0,5.0,NHS Fife,S92000003
11845,2014Q2,S92000003,S08000029,Upper GI,16.0,16.0,NHS Fife,S92000003
11846,2014Q2,S92000003,S08000029,Urological,23.0,17.0,NHS Fife,S92000003
11847,2014Q3,S92000003,S08000029,Breast,25.0,25.0,NHS Fife,S92000003
11848,2014Q3,S92000003,S08000029,Cervical,2.0,2.0,NHS Fife,S92000003
11849,2014Q3,S92000003,S08000029,Colorectal,34.0,32.0,NHS Fife,S92000003
11850,2014Q3,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11851,2014Q3,S92000003,S08000029,Lung,33.0,32.0,NHS Fife,S92000003
11852,2014Q3,S92000003,S08000029,Lymphoma,8.0,8.0,NHS Fife,S92000003
11853,2014Q3,S92000003,S08000029,Melanoma,5.0,4.0,NHS Fife,S92000003
11854,2014Q3,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11855,2014Q3,S92000003,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11856,2014Q3,S92000003,S08000029,Urological,35.0,29.0,NHS Fife,S92000003
11857,2014Q4,S92000003,S08000029,Breast,27.0,26.0,NHS Fife,S92000003
11858,2014Q4,S92000003,S08000029,Cervical,5.0,5.0,NHS Fife,S92000003
11859,2014Q4,S92000003,S08000029,Colorectal,30.0,29.0,NHS Fife,S92000003
11860,2014Q4,S92000003,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11861,2014Q4,S92000003,S08000029,Lung,19.0,19.0,NHS Fife,S92000003
11862,2014Q4,S92000003,S08000029,Lymphoma,4.0,4.0,NHS Fife,S92000003
11863,2014Q4,S92000003,S08000029,Melanoma,1.0,1.0,NHS Fife,S92000003
11864,2014Q4,S92000003,S08000029,Ovarian,6.0,6.0,NHS Fife,S92000003
11865,2014Q4,S92000003,S08000029,Upper GI,13.0,13.0,NHS Fife,S92000003
11866,2014Q4,S92000003,S08000029,Urological,21.0,16.0,NHS Fife,S92000003
11867,2015Q1,S92000003,S08000029,Breast,24.0,23.0,NHS Fife,S92000003
11868,2015Q1,S92000003,S08000029,Colorectal,29.0,29.0,NHS Fife,S92000003
11869,2015Q1,S92000003,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11870,2015Q1,S92000003,S08000029,Lung,34.0,31.0,NHS Fife,S92000003
11871,2015Q1,S92000003,S08000029,Lymphoma,6.0,6.0,NHS Fife,S92000003
11872,2015Q1,S92000003,S08000029,Melanoma,6.0,6.0,NHS Fife,S92000003
11873,2015Q1,S92000003,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11874,2015Q1,S92000003,S08000029,Upper GI,16.0,16.0,NHS Fife,S92000003
11875,2015Q1,S92000003,S08000029,Urological,36.0,28.0,NHS Fife,S92000003
11876,2015Q2,S92000003,S08000029,Breast,27.0,27.0,NHS Fife,S92000003
11877,2015Q2,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11878,2015Q2,S92000003,S08000029,Colorectal,26.0,26.0,NHS Fife,S92000003
11879,2015Q2,S92000003,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11880,2015Q2,S92000003,S08000029,Lung,31.0,31.0,NHS Fife,S92000003
11881,2015Q2,S92000003,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11882,2015Q2,S92000003,S08000029,Melanoma,1.0,1.0,NHS Fife,S92000003
11883,2015Q2,S92000003,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11884,2015Q2,S92000003,S08000029,Upper GI,11.0,11.0,NHS Fife,S92000003
11885,2015Q2,S92000003,S08000029,Urological,33.0,28.0,NHS Fife,S92000003
11886,2015Q3,S92000003,S08000029,Breast,27.0,26.0,NHS Fife,S92000003
11887,2015Q3,S92000003,S08000029,Colorectal,26.0,25.0,NHS Fife,S92000003
11888,2015Q3,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11889,2015Q3,S92000003,S08000029,Lung,31.0,29.0,NHS Fife,S92000003
11890,2015Q3,S92000003,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11891,2015Q3,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11892,2015Q3,S92000003,S08000029,Ovarian,9.0,9.0,NHS Fife,S92000003
11893,2015Q3,S92000003,S08000029,Upper GI,15.0,15.0,NHS Fife,S92000003
11894,2015Q3,S92000003,S08000029,Urological,39.0,35.0,NHS Fife,S92000003
11895,2015Q4,S92000003,S08000029,Breast,38.0,36.0,NHS Fife,S92000003
11896,2015Q4,S92000003,S08000029,Cervical,2.0,1.0,NHS Fife,S92000003
11897,2015Q4,S92000003,S08000029,Colorectal,36.0,35.0,NHS Fife,S92000003
11898,2015Q4,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11899,2015Q4,S92000003,S08000029,Lung,34.0,32.0,NHS Fife,S92000003
11900,2015Q4,S92000003,S08000029,Lymphoma,1.0,1.0,NHS Fife,S92000003
11901,2015Q4,S92000003,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
11902,2015Q4,S92000003,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11903,2015Q4,S92000003,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
11904,2015Q4,S92000003,S08000029,Urological,35.0,33.0,NHS Fife,S92000003
11905,2016Q1,S92000003,S08000029,Breast,27.0,26.0,NHS Fife,S92000003
11906,2016Q1,S92000003,S08000029,Cervical,5.0,5.0,NHS Fife,S92000003
11907,2016Q1,S92000003,S08000029,Colorectal,23.0,22.0,NHS Fife,S92000003
11908,2016Q1,S92000003,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11909,2016Q1,S92000003,S08000029,Lung,30.0,29.0,NHS Fife,S92000003
11910,2016Q1,S92000003,S08000029,Lymphoma,4.0,4.0,NHS Fife,S92000003
11911,2016Q1,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11912,2016Q1,S92000003,S08000029,Ovarian,9.0,6.0,NHS Fife,S92000003
11913,2016Q1,S92000003,S08000029,Upper GI,12.0,12.0,NHS Fife,S92000003
11914,2016Q1,S92000003,S08000029,Urological,25.0,22.0,NHS Fife,S92000003
11915,2016Q2,S92000003,S08000029,Breast,33.0,31.0,NHS Fife,S92000003
11916,2016Q2,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11917,2016Q2,S92000003,S08000029,Colorectal,25.0,24.0,NHS Fife,S92000003
11918,2016Q2,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11919,2016Q2,S92000003,S08000029,Lung,30.0,28.0,NHS Fife,S92000003
11920,2016Q2,S92000003,S08000029,Lymphoma,9.0,9.0,NHS Fife,S92000003
11921,2016Q2,S92000003,S08000029,Melanoma,7.0,6.0,NHS Fife,S92000003
11922,2016Q2,S92000003,S08000029,Ovarian,8.0,6.0,NHS Fife,S92000003
11923,2016Q2,S92000003,S08000029,Upper GI,16.0,15.0,NHS Fife,S92000003
11924,2016Q2,S92000003,S08000029,Urological,42.0,36.0,NHS Fife,S92000003
11925,2016Q3,S92000003,S08000029,Breast,27.0,22.0,NHS Fife,S92000003
11926,2016Q3,S92000003,S08000029,Colorectal,31.0,28.0,NHS Fife,S92000003
11927,2016Q3,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11928,2016Q3,S92000003,S08000029,Lung,37.0,37.0,NHS Fife,S92000003
11929,2016Q3,S92000003,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11930,2016Q3,S92000003,S08000029,Melanoma,7.0,7.0,NHS Fife,S92000003
11931,2016Q3,S92000003,S08000029,Ovarian,5.0,3.0,NHS Fife,S92000003
11932,2016Q3,S92000003,S08000029,Upper GI,14.0,14.0,NHS Fife,S92000003
11933,2016Q3,S92000003,S08000029,Urological,27.0,21.0,NHS Fife,S92000003
11934,2016Q4,S92000003,S08000029,Breast,31.0,30.0,NHS Fife,S92000003
11935,2016Q4,S92000003,S08000029,Cervical,2.0,1.0,NHS Fife,S92000003
11936,2016Q4,S92000003,S08000029,Colorectal,27.0,26.0,NHS Fife,S92000003
11937,2016Q4,S92000003,S08000029,Lung,30.0,28.0,NHS Fife,S92000003
11938,2016Q4,S92000003,S08000029,Lymphoma,9.0,6.0,NHS Fife,S92000003
11939,2016Q4,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11940,2016Q4,S92000003,S08000029,Ovarian,7.0,7.0,NHS Fife,S92000003
11941,2016Q4,S92000003,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
11942,2016Q4,S92000003,S08000029,Urological,27.0,23.0,NHS Fife,S92000003
11943,2017Q1,S92000003,S08000029,Breast,23.0,23.0,NHS Fife,S92000003
11944,2017Q1,S92000003,S08000029,Cervical,4.0,1.0,NHS Fife,S92000003
11945,2017Q1,S92000003,S08000029,Colorectal,28.0,26.0,NHS Fife,S92000003
11946,2017Q1,S92000003,S08000029,Lung,39.0,38.0,NHS Fife,S92000003
11947,2017Q1,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11948,2017Q1,S92000003,S08000029,Ovarian,1.0,1.0,NHS Fife,S92000003
11949,2017Q1,S92000003,S08000029,Upper GI,14.0,13.0,NHS Fife,S92000003
11950,2017Q1,S92000003,S08000029,Urological,33.0,19.0,NHS Fife,S92000003
11951,2017Q2,S92000003,S08000029,Breast,40.0,40.0,NHS Fife,S92000003
11952,2017Q2,S92000003,S08000029,Cervical,3.0,2.0,NHS Fife,S92000003
11953,2017Q2,S92000003,S08000029,Colorectal,20.0,20.0,NHS Fife,S92000003
11954,2017Q2,S92000003,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
11955,2017Q2,S92000003,S08000029,Lung,46.0,45.0,NHS Fife,S92000003
11956,2017Q2,S92000003,S08000029,Lymphoma,7.0,7.0,NHS Fife,S92000003
11957,2017Q2,S92000003,S08000029,Melanoma,3.0,3.0,NHS Fife,S92000003
11958,2017Q2,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11959,2017Q2,S92000003,S08000029,Upper GI,25.0,25.0,NHS Fife,S92000003
11960,2017Q2,S92000003,S08000029,Urological,27.0,23.0,NHS Fife,S92000003
11961,2017Q3,S92000003,S08000029,Breast,21.0,21.0,NHS Fife,S92000003
11962,2017Q3,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11963,2017Q3,S92000003,S08000029,Colorectal,24.0,24.0,NHS Fife,S92000003
11964,2017Q3,S92000003,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
11965,2017Q3,S92000003,S08000029,Lung,37.0,37.0,NHS Fife,S92000003
11966,2017Q3,S92000003,S08000029,Lymphoma,8.0,8.0,NHS Fife,S92000003
11967,2017Q3,S92000003,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
11968,2017Q3,S92000003,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
11969,2017Q3,S92000003,S08000029,Upper GI,17.0,17.0,NHS Fife,S92000003
11970,2017Q3,S92000003,S08000029,Urological,39.0,33.0,NHS Fife,S92000003
11971,2017Q4,S92000003,S08000029,Breast,38.0,38.0,NHS Fife,S92000003
11972,2017Q4,S92000003,S08000029,Colorectal,35.0,34.0,NHS Fife,S92000003
11973,2017Q4,S92000003,S08000029,Lung,31.0,30.0,NHS Fife,S92000003
11974,2017Q4,S92000003,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
11975,2017Q4,S92000003,S08000029,Melanoma,6.0,6.0,NHS Fife,S92000003
11976,2017Q4,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
11977,2017Q4,S92000003,S08000029,Upper GI,26.0,25.0,NHS Fife,S92000003
11978,2017Q4,S92000003,S08000029,Urological,37.0,29.0,NHS Fife,S92000003
11979,2018Q1,S92000003,S08000029,Breast,24.0,22.0,NHS Fife,S92000003
11980,2018Q1,S92000003,S08000029,Colorectal,31.0,31.0,NHS Fife,S92000003
11981,2018Q1,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
11982,2018Q1,S92000003,S08000029,Lung,48.0,45.0,NHS Fife,S92000003
11983,2018Q1,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
11984,2018Q1,S92000003,S08000029,Melanoma,5.0,5.0,NHS Fife,S92000003
11985,2018Q1,S92000003,S08000029,Ovarian,6.0,5.0,NHS Fife,S92000003
11986,2018Q1,S92000003,S08000029,Upper GI,19.0,19.0,NHS Fife,S92000003
11987,2018Q1,S92000003,S08000029,Urological,31.0,23.0,NHS Fife,S92000003
11988,2018Q2,S92000003,S08000029,Breast,38.0,38.0,NHS Fife,S92000003
11989,2018Q2,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
11990,2018Q2,S92000003,S08000029,Colorectal,29.0,28.0,NHS Fife,S92000003
11991,2018Q2,S92000003,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
11992,2018Q2,S92000003,S08000029,Lung,28.0,26.0,NHS Fife,S92000003
11993,2018Q2,S92000003,S08000029,Lymphoma,5.0,5.0,NHS Fife,S92000003
11994,2018Q2,S92000003,S08000029,Melanoma,10.0,10.0,NHS Fife,S92000003
11995,2018Q2,S92000003,S08000029,Ovarian,6.0,6.0,NHS Fife,S92000003
11996,2018Q2,S92000003,S08000029,Upper GI,23.0,21.0,NHS Fife,S92000003
11997,2018Q2,S92000003,S08000029,Urological,44.0,38.0,NHS Fife,S92000003
11998,2018Q3,S92000003,S08000029,Breast,36.0,33.0,NHS Fife,S92000003
11999,2018Q3,S92000003,S08000029,Cervical,2.0,2.0,NHS Fife,S92000003
12000,2018Q3,S92000003,S08000029,Colorectal,35.0,32.0,NHS Fife,S92000003
12001,2018Q3,S92000003,S08000029,Head & Neck,7.0,7.0,NHS Fife,S92000003
12002,2018Q3,S92000003,S08000029,Lung,47.0,43.0,NHS Fife,S92000003
12003,2018Q3,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
12004,2018Q3,S92000003,S08000029,Melanoma,15.0,15.0,NHS Fife,S92000003
12005,2018Q3,S92000003,S08000029,Ovarian,4.0,2.0,NHS Fife,S92000003
12006,2018Q3,S92000003,S08000029,Upper GI,22.0,21.0,NHS Fife,S92000003
12007,2018Q3,S92000003,S08000029,Urological,38.0,23.0,NHS Fife,S92000003
12008,2018Q4,S92000003,S08000029,Breast,34.0,28.0,NHS Fife,S92000003
12009,2018Q4,S92000003,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
12010,2018Q4,S92000003,S08000029,Colorectal,45.0,45.0,NHS Fife,S92000003
12011,2018Q4,S92000003,S08000029,Lung,38.0,36.0,NHS Fife,S92000003
12012,2018Q4,S92000003,S08000029,Lymphoma,2.0,2.0,NHS Fife,S92000003
12013,2018Q4,S92000003,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
12014,2018Q4,S92000003,S08000029,Ovarian,5.0,3.0,NHS Fife,S92000003
12015,2018Q4,S92000003,S08000029,Upper GI,14.0,14.0,NHS Fife,S92000003
12016,2018Q4,S92000003,S08000029,Urological,41.0,35.0,NHS Fife,S92000003
12017,2019Q1,S92000003,S08000029,Breast,38.0,34.0,NHS Fife,S92000003
12018,2019Q1,S92000003,S08000029,Colorectal,40.0,40.0,NHS Fife,S92000003
12019,2019Q1,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
12020,2019Q1,S92000003,S08000029,Lung,35.0,34.0,NHS Fife,S92000003
12021,2019Q1,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
12022,2019Q1,S92000003,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
12023,2019Q1,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
12024,2019Q1,S92000003,S08000029,Upper GI,23.0,21.0,NHS Fife,S92000003
12025,2019Q1,S92000003,S08000029,Urological,50.0,35.0,NHS Fife,S92000003
12026,2019Q2,S92000003,S08000029,Breast,42.0,36.0,NHS Fife,S92000003
12027,2019Q2,S92000003,S08000029,Cervical,5.0,4.0,NHS Fife,S92000003
12028,2019Q2,S92000003,S08000029,Colorectal,48.0,47.0,NHS Fife,S92000003
12029,2019Q2,S92000003,S08000029,Lung,49.0,48.0,NHS Fife,S92000003
12030,2019Q2,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
12031,2019Q2,S92000003,S08000029,Melanoma,9.0,8.0,NHS Fife,S92000003
12032,2019Q2,S92000003,S08000029,Ovarian,7.0,7.0,NHS Fife,S92000003
12033,2019Q2,S92000003,S08000029,Upper GI,23.0,23.0,NHS Fife,S92000003
12034,2019Q2,S92000003,S08000029,Urological,38.0,25.0,NHS Fife,S92000003
12035,2019Q3,S92000003,S08000029,Breast,36.0,35.0,NHS Fife,S92000003
12036,2019Q3,S92000003,S08000029,Colorectal,43.0,42.0,NHS Fife,S92000003
12037,2019Q3,S92000003,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
12038,2019Q3,S92000003,S08000029,Lung,41.0,41.0,NHS Fife,S92000003
12039,2019Q3,S92000003,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
12040,2019Q3,S92000003,S08000029,Melanoma,6.0,5.0,NHS Fife,S92000003
12041,2019Q3,S92000003,S08000029,Ovarian,3.0,2.0,NHS Fife,S92000003
12042,2019Q3,S92000003,S08000029,Upper GI,25.0,23.0,NHS Fife,S92000003
12043,2019Q3,S92000003,S08000029,Urological,43.0,23.0,NHS Fife,S92000003
12044,2019Q4,S92000003,S08000029,Breast,36.0,34.0,NHS Fife,S92000003
12045,2019Q4,S92000003,S08000029,Colorectal,32.0,29.0,NHS Fife,S92000003
12046,2019Q4,S92000003,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
12047,2019Q4,S92000003,S08000029,Lung,45.0,44.0,NHS Fife,S92000003
12048,2019Q4,S92000003,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
12049,2019Q4,S92000003,S08000029,Melanoma,12.0,11.0,NHS Fife,S92000003
12050,2019Q4,S92000003,S08000029,Ovarian,2.0,2.0,NHS Fife,S92000003
12051,2019Q4,S92000003,S08000029,Upper GI,25.0,23.0,NHS Fife,S92000003
12052,2019Q4,S92000003,S08000029,Urological,44.0,38.0,NHS Fife,S92000003
12053,2020Q1,S92000003,S08000029,Breast,55.0,54.0,NHS Fife,S92000003
12054,2020Q1,S92000003,S08000029,Cervical,3.0,2.0,NHS Fife,S92000003
12055,2020Q1,S92000003,S08000029,Colorectal,38.0,37.0,NHS Fife,S92000003
12056,2020Q1,S92000003,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
12057,2020Q1,S92000003,S08000029,Lung,31.0,30.0,NHS Fife,S92000003
12058,2020Q1,S92000003,S08000029,Lymphoma,5.0,4.0,NHS Fife,S92000003
12059,2020Q1,S92000003,S08000029,Melanoma,6.0,5.0,NHS Fife,S92000003
12060,2020Q1,S92000003,S08000029,Ovarian,6.0,5.0,NHS Fife,S92000003
12061,2020Q1,S92000003,S08000029,Upper GI,8.0,8.0,NHS Fife,S92000003
12062,2020Q1,S92000003,S08000029,Urological,47.0,30.0,NHS Fife,S92000003
12063,2020Q2,S92000003,S08000029,Breast,34.0,33.0,NHS Fife,S92000003
12064,2020Q2,S92000003,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
12065,2020Q2,S92000003,S08000029,Colorectal,30.0,23.0,NHS Fife,S92000003
12066,2020Q2,S92000003,S08000029,Lung,28.0,26.0,NHS Fife,S92000003
12067,2020Q2,S92000003,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
12068,2020Q2,S92000003,S08000029,Melanoma,7.0,7.0,NHS Fife,S92000003
12069,2020Q2,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
12070,2020Q2,S92000003,S08000029,Upper GI,15.0,14.0,NHS Fife,S92000003
12071,2020Q2,S92000003,S08000029,Urological,39.0,27.0,NHS Fife,S92000003
12072,2020Q3,S92000003,S08000029,Breast,40.0,36.0,NHS Fife,S92000003
12073,2020Q3,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
12074,2020Q3,S92000003,S08000029,Colorectal,33.0,32.0,NHS Fife,S92000003
12075,2020Q3,S92000003,S08000029,Head & Neck,1.0,1.0,NHS Fife,S92000003
12076,2020Q3,S92000003,S08000029,Lung,31.0,28.0,NHS Fife,S92000003
12077,2020Q3,S92000003,S08000029,Lymphoma,3.0,3.0,NHS Fife,S92000003
12078,2020Q3,S92000003,S08000029,Melanoma,9.0,9.0,NHS Fife,S92000003
12079,2020Q3,S92000003,S08000029,Ovarian,4.0,4.0,NHS Fife,S92000003
12080,2020Q3,S92000003,S08000029,Upper GI,21.0,19.0,NHS Fife,S92000003
12081,2020Q3,S92000003,S08000029,Urological,32.0,24.0,NHS Fife,S92000003
12082,2020Q4,S92000003,S08000029,Breast,42.0,38.0,NHS Fife,S92000003
12083,2020Q4,S92000003,S08000029,Cervical,1.0,1.0,NHS Fife,S92000003
12084,2020Q4,S92000003,S08000029,Colorectal,29.0,27.0,NHS Fife,S92000003
12085,2020Q4,S92000003,S08000029,Head & Neck,3.0,3.0,NHS Fife,S92000003
12086,2020Q4,S92000003,S08000029,Lung,16.0,15.0,NHS Fife,S92000003
12087,2020Q4,S92000003,S08000029,Lymphoma,4.0,2.0,NHS Fife,S92000003
12088,2020Q4,S92000003,S08000029,Melanoma,8.0,8.0,NHS Fife,S92000003
12089,2020Q4,S92000003,S08000029,Ovarian,3.0,3.0,NHS Fife,S92000003
12090,2020Q4,S92000003,S08000029,Upper GI,17.0,16.0,NHS Fife,S92000003
12091,2020Q4,S92000003,S08000029,Urological,46.0,33.0,NHS Fife,S92000003
12092,2021Q1,S92000003,S08000029,Breast,49.0,40.0,NHS Fife,S92000003
12093,2021Q1,S92000003,S08000029,Cervical,1.0,0.0,NHS Fife,S92000003
12094,2021Q1,S92000003,S08000029,Colorectal,37.0,36.0,NHS Fife,S92000003
12095,2021Q1,S92000003,S08000029,Head & Neck,4.0,4.0,NHS Fife,S92000003
12096,2021Q1,S92000003,S08000029,Lung,23.0,21.0,NHS Fife,S92000003
12097,2021Q1,S92000003,S08000029,Lymphoma,4.0,3.0,NHS Fife,S92000003
12098,2021Q1,S92000003,S08000029,Melanoma,9.0,7.0,NHS Fife,S92000003
12099,2021Q1,S92000003,S08000029,Ovarian,2.0,2.0,NHS Fife,S92000003
12100,2021Q1,S92000003,S08000029,Upper GI,8.0,6.0,NHS Fife,S92000003
12101,2021Q1,S92000003,S08000029,Urological,27.0,24.0,NHS Fife,S92000003
12102,2021Q2,S92000003,S08000029,Breast,39.0,32.0,NHS Fife,S92000003
12103,2021Q2,S92000003,S08000029,Colorectal,32.0,30.0,NHS Fife,S92000003
12104,2021Q2,S92000003,S08000029,Head & Neck,2.0,2.0,NHS Fife,S92000003
12105,2021Q2,S92000003,S08000029,Lung,27.0,27.0,NHS Fife,S92000003
