,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,HBName,HBDateArchived,Country
10171,2015Q3,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10172,2015Q4,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10173,2015Q4,S08000025,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10174,2016Q1,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10175,2016Q2,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10176,2016Q2,S08000025,S08000025,All Cancer Types,7.0,7.0,NHS Orkney,,S92000003
10177,2016Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10178,2016Q3,S08000025,S08000025,All Cancer Types,4.0,4.0,NHS Orkney,,S92000003
10179,2016Q4,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10180,2016Q4,S08000025,S08000025,All Cancer Types,4.0,4.0,NHS Orkney,,S92000003
10181,2017Q1,S08000025,S08000025,All Cancer Types,8.0,8.0,NHS Orkney,,S92000003
10182,2017Q2,S08000020,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10183,2017Q2,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10184,2017Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10185,2017Q3,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10186,2017Q4,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10187,2018Q1,S08000025,S08000025,All Cancer Types,11.0,11.0,NHS Orkney,,S92000003
10188,2018Q2,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10189,2018Q2,S08000025,S08000025,All Cancer Types,2.0,2.0,NHS Orkney,,S92000003
10190,2018Q3,S08000025,S08000025,All Cancer Types,6.0,6.0,NHS Orkney,,S92000003
10191,2018Q4,S08000025,S08000025,All Cancer Types,9.0,8.0,NHS Orkney,,S92000003
10192,2019Q1,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10193,2019Q1,S08000025,S08000025,All Cancer Types,7.0,7.0,NHS Orkney,,S92000003
10194,2019Q2,S08000025,S08000025,All Cancer Types,7.0,7.0,NHS Orkney,,S92000003
10195,2019Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10196,2019Q3,S08000025,S08000025,All Cancer Types,3.0,3.0,NHS Orkney,,S92000003
10197,2019Q4,S08000025,S08000025,All Cancer Types,12.0,12.0,NHS Orkney,,S92000003
10198,2020Q1,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10199,2020Q2,S08000025,S08000025,All Cancer Types,5.0,5.0,NHS Orkney,,S92000003
10200,2020Q3,S08000025,S08000025,All Cancer Types,12.0,12.0,NHS Orkney,,S92000003
10201,2020Q4,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10202,2020Q4,S08000025,S08000025,All Cancer Types,15.0,15.0,NHS Orkney,,S92000003
10203,2021Q1,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10204,2021Q1,S08000025,S08000025,All Cancer Types,8.0,8.0,NHS Orkney,,S92000003
10205,2021Q2,S08000025,S08000025,All Cancer Types,10.0,10.0,NHS Orkney,,S92000003
10206,2021Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10207,2021Q3,S08000025,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10208,2020Q4,S08000020,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10209,2020Q4,S08000025,S08000025,Breast,1.0,1.0,NHS Orkney,,S92000003
10210,2020Q4,S08000025,S08000025,Colorectal,4.0,4.0,NHS Orkney,,S92000003
10211,2020Q4,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10212,2020Q4,S08000025,S08000025,Upper GI,4.0,4.0,NHS Orkney,,S92000003
10213,2020Q4,S08000025,S08000025,Urological,5.0,5.0,NHS Orkney,,S92000003
10214,2020Q4,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10215,2020Q4,S08000025,S08000025,All Cancer Types,15.0,15.0,NHS Orkney,,S92000003
10216,2021Q1,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10217,2021Q1,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10218,2021Q1,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10219,2021Q1,S08000025,S08000025,Upper GI,5.0,5.0,NHS Orkney,,S92000003
10220,2021Q1,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10221,2021Q1,S08000025,S08000025,All Cancer Types,8.0,8.0,NHS Orkney,,S92000003
10222,2021Q2,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10223,2021Q2,S08000025,S08000025,Lung,1.0,1.0,NHS Orkney,,S92000003
10224,2021Q2,S08000025,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10225,2021Q2,S08000025,S08000025,Melanoma,2.0,2.0,NHS Orkney,,S92000003
10226,2021Q2,S08000025,S08000025,Upper GI,2.0,2.0,NHS Orkney,,S92000003
10227,2021Q2,S08000025,S08000025,Urological,2.0,2.0,NHS Orkney,,S92000003
10228,2021Q2,S08000025,S08000025,All Cancer Types,10.0,10.0,NHS Orkney,,S92000003
10229,2021Q3,S08000020,S08000025,Urological,1.0,1.0,NHS Orkney,,S92000003
10230,2021Q3,S08000025,S08000025,Upper GI,1.0,1.0,NHS Orkney,,S92000003
10231,2021Q3,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10232,2021Q3,S08000025,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10233,2021Q4,S08000020,S08000025,Lymphoma,1.0,1.0,NHS Orkney,,S92000003
10234,2021Q4,S08000025,S08000025,Colorectal,2.0,2.0,NHS Orkney,,S92000003
10235,2021Q4,S08000025,S08000025,Melanoma,1.0,1.0,NHS Orkney,,S92000003
10236,2021Q4,S08000025,S08000025,Upper GI,2.0,2.0,NHS Orkney,,S92000003
10237,2021Q4,S08000025,S08000025,Urological,4.0,4.0,NHS Orkney,,S92000003
10238,2021Q4,S08000020,S08000025,All Cancer Types,1.0,1.0,NHS Orkney,,S92000003
10239,2021Q4,S08000025,S08000025,All Cancer Types,9.0,9.0,NHS Orkney,,S92000003
10240,2012Q1,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10241,2012Q1,S08000026,S08000026,Colorectal,5.0,5.0,NHS Shetland,,S92000003
10242,2012Q1,S08000026,S08000026,Lung,3.0,3.0,NHS Shetland,,S92000003
10243,2012Q1,S08000026,S08000026,Lymphoma,1.0,1.0,NHS Shetland,,S92000003
10244,2012Q1,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10245,2012Q1,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10246,2012Q1,S08000026,S08000026,Urological,7.0,7.0,NHS Shetland,,S92000003
10247,2012Q2,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10248,2012Q2,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10249,2012Q2,S08000026,S08000026,Lymphoma,1.0,1.0,NHS Shetland,,S92000003
10250,2012Q2,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10251,2012Q2,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10252,2012Q2,S08000026,S08000026,Urological,6.0,6.0,NHS Shetland,,S92000003
10253,2012Q3,S08000026,S08000026,Breast,6.0,6.0,NHS Shetland,,S92000003
10254,2012Q3,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10255,2012Q3,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10256,2012Q4,S08000026,S08000026,Colorectal,13.0,13.0,NHS Shetland,,S92000003
10257,2012Q4,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10258,2012Q4,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10259,2012Q4,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10260,2012Q4,S08000026,S08000026,Urological,5.0,5.0,NHS Shetland,,S92000003
10261,2013Q1,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10262,2013Q1,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10263,2013Q1,S08000026,S08000026,Upper GI,3.0,3.0,NHS Shetland,,S92000003
10264,2013Q1,S08000026,S08000026,Urological,6.0,6.0,NHS Shetland,,S92000003
10265,2013Q2,S08000020,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10266,2013Q2,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10267,2013Q2,S08000026,S08000026,Colorectal,7.0,7.0,NHS Shetland,,S92000003
10268,2013Q2,S08000026,S08000026,Lung,2.0,2.0,NHS Shetland,,S92000003
10269,2013Q2,S08000026,S08000026,Urological,13.0,12.0,NHS Shetland,,S92000003
10270,2013Q3,S08000020,S08000026,Breast,5.0,5.0,NHS Shetland,,S92000003
10271,2013Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10272,2013Q3,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10273,2013Q3,S08000026,S08000026,Lung,2.0,2.0,NHS Shetland,,S92000003
10274,2013Q3,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10275,2013Q3,S08000026,S08000026,Urological,6.0,6.0,NHS Shetland,,S92000003
10276,2013Q4,S08000020,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10277,2013Q4,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10278,2013Q4,S08000026,S08000026,Colorectal,6.0,6.0,NHS Shetland,,S92000003
10279,2013Q4,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10280,2013Q4,S08000026,S08000026,Urological,10.0,10.0,NHS Shetland,,S92000003
10281,2014Q1,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10282,2014Q1,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10283,2014Q1,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10284,2014Q1,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10285,2014Q1,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10286,2014Q1,S08000026,S08000026,Urological,9.0,9.0,NHS Shetland,,S92000003
10287,2014Q2,S08000020,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10288,2014Q2,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10289,2014Q2,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10290,2014Q2,S08000026,S08000026,Urological,7.0,7.0,NHS Shetland,,S92000003
10291,2014Q3,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10292,2014Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10293,2014Q3,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10294,2014Q3,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10295,2014Q3,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10296,2014Q3,S08000026,S08000026,Urological,7.0,7.0,NHS Shetland,,S92000003
10297,2014Q4,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10298,2014Q4,S08000026,S08000026,Colorectal,4.0,4.0,NHS Shetland,,S92000003
10299,2014Q4,S08000026,S08000026,Melanoma,3.0,3.0,NHS Shetland,,S92000003
10300,2014Q4,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10301,2014Q4,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10302,2015Q1,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10303,2015Q1,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10304,2015Q1,S08000026,S08000026,Head & Neck,1.0,1.0,NHS Shetland,,S92000003
10305,2015Q1,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10306,2015Q1,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10307,2015Q1,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10308,2015Q2,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10309,2015Q2,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10310,2015Q2,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10311,2015Q2,S08000026,S08000026,Melanoma,3.0,3.0,NHS Shetland,,S92000003
10312,2015Q2,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10313,2015Q2,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10314,2015Q2,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10315,2015Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10316,2015Q3,S08000026,S08000026,Colorectal,4.0,4.0,NHS Shetland,,S92000003
10317,2015Q3,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10318,2015Q3,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10319,2015Q3,S08000026,S08000026,Urological,9.0,9.0,NHS Shetland,,S92000003
10320,2015Q4,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10321,2015Q4,S08000026,S08000026,Lung,2.0,2.0,NHS Shetland,,S92000003
10322,2015Q4,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10323,2016Q1,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10324,2016Q1,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10325,2016Q1,S08000026,S08000026,Head & Neck,1.0,1.0,NHS Shetland,,S92000003
10326,2016Q1,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10327,2016Q1,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10328,2016Q1,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10329,2016Q1,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10330,2016Q2,S08000020,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10331,2016Q2,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10332,2016Q2,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10333,2016Q2,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10334,2016Q2,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10335,2016Q3,S08000020,S08000026,Breast,8.0,8.0,NHS Shetland,,S92000003
10336,2016Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10337,2016Q3,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10338,2016Q3,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10339,2016Q3,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10340,2016Q3,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10341,2016Q4,S08000020,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10342,2016Q4,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10343,2016Q4,S08000026,S08000026,Colorectal,6.0,6.0,NHS Shetland,,S92000003
10344,2016Q4,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10345,2016Q4,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10346,2016Q4,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10347,2016Q4,S08000026,S08000026,Urological,5.0,5.0,NHS Shetland,,S92000003
10348,2017Q1,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10349,2017Q1,S08000026,S08000026,Colorectal,4.0,4.0,NHS Shetland,,S92000003
10350,2017Q1,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10351,2017Q1,S08000026,S08000026,Lymphoma,1.0,1.0,NHS Shetland,,S92000003
10352,2017Q1,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10353,2017Q1,S08000026,S08000026,Urological,14.0,14.0,NHS Shetland,,S92000003
10354,2017Q2,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10355,2017Q2,S08000026,S08000026,Colorectal,4.0,4.0,NHS Shetland,,S92000003
10356,2017Q2,S08000026,S08000026,Lymphoma,1.0,1.0,NHS Shetland,,S92000003
10357,2017Q2,S08000026,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10358,2017Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10359,2017Q3,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10360,2017Q3,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10361,2017Q3,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10362,2017Q3,S08000026,S08000026,Urological,10.0,10.0,NHS Shetland,,S92000003
10363,2017Q4,S08000020,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10364,2017Q4,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10365,2017Q4,S08000026,S08000026,Upper GI,3.0,3.0,NHS Shetland,,S92000003
10366,2017Q4,S08000026,S08000026,Urological,7.0,6.0,NHS Shetland,,S92000003
10367,2018Q1,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10368,2018Q1,S08000026,S08000026,Colorectal,6.0,6.0,NHS Shetland,,S92000003
10369,2018Q1,S08000026,S08000026,Lung,3.0,3.0,NHS Shetland,,S92000003
10370,2018Q1,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10371,2018Q1,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10372,2018Q2,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10373,2018Q2,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10374,2018Q2,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10375,2018Q2,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10376,2018Q2,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10377,2018Q2,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10378,2018Q2,S08000026,S08000026,Urological,7.0,7.0,NHS Shetland,,S92000003
10379,2018Q3,S08000020,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10380,2018Q3,S08000020,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10381,2018Q3,S08000020,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10382,2018Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10383,2018Q3,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10384,2018Q3,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10385,2018Q3,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10386,2018Q3,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10387,2018Q3,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10388,2018Q4,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10389,2018Q4,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10390,2018Q4,S08000026,S08000026,Cervical,1.0,1.0,NHS Shetland,,S92000003
10391,2018Q4,S08000026,S08000026,Colorectal,5.0,5.0,NHS Shetland,,S92000003
10392,2018Q4,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10393,2018Q4,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10394,2018Q4,S08000026,S08000026,Upper GI,3.0,3.0,NHS Shetland,,S92000003
10395,2018Q4,S08000026,S08000026,Urological,9.0,8.0,NHS Shetland,,S92000003
10396,2019Q1,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10397,2019Q1,S08000026,S08000026,Cervical,1.0,1.0,NHS Shetland,,S92000003
10398,2019Q1,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10399,2019Q1,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10400,2019Q1,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10401,2019Q1,S08000026,S08000026,Ovarian,2.0,2.0,NHS Shetland,,S92000003
10402,2019Q1,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10403,2019Q2,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10404,2019Q2,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10405,2019Q2,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10406,2019Q2,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10407,2019Q2,S08000026,S08000026,Urological,12.0,12.0,NHS Shetland,,S92000003
10408,2019Q3,S08000020,S08000026,Breast,6.0,6.0,NHS Shetland,,S92000003
10409,2019Q3,S08000020,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10410,2019Q3,S08000025,S08000026,Urological,1.0,1.0,NHS Shetland,,S92000003
10411,2019Q3,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10412,2019Q3,S08000026,S08000026,Colorectal,5.0,5.0,NHS Shetland,,S92000003
10413,2019Q3,S08000026,S08000026,Lung,2.0,2.0,NHS Shetland,,S92000003
10414,2019Q3,S08000026,S08000026,Upper GI,4.0,4.0,NHS Shetland,,S92000003
10415,2019Q3,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10416,2019Q4,S08000020,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10417,2019Q4,S08000020,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10418,2019Q4,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10419,2019Q4,S08000026,S08000026,Colorectal,3.0,3.0,NHS Shetland,,S92000003
10420,2019Q4,S08000026,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10421,2019Q4,S08000026,S08000026,Melanoma,1.0,1.0,NHS Shetland,,S92000003
10422,2019Q4,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10423,2019Q4,S08000026,S08000026,Urological,6.0,6.0,NHS Shetland,,S92000003
10424,2020Q1,S08000020,S08000026,Lung,1.0,1.0,NHS Shetland,,S92000003
10425,2020Q1,S08000020,S08000026,Urological,1.0,0.0,NHS Shetland,,S92000003
10426,2020Q1,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10427,2020Q1,S08000026,S08000026,Lung,2.0,2.0,NHS Shetland,,S92000003
10428,2020Q1,S08000026,S08000026,Urological,8.0,7.0,NHS Shetland,,S92000003
10429,2020Q2,S08000026,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10430,2020Q2,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10431,2020Q2,S08000026,S08000026,Lung,4.0,4.0,NHS Shetland,,S92000003
10432,2020Q2,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10433,2020Q2,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10434,2020Q2,S08000026,S08000026,Urological,2.0,2.0,NHS Shetland,,S92000003
10435,2020Q3,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10436,2020Q3,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10437,2020Q3,S08000026,S08000026,Lung,3.0,3.0,NHS Shetland,,S92000003
10438,2020Q3,S08000026,S08000026,Melanoma,2.0,2.0,NHS Shetland,,S92000003
10439,2020Q3,S08000026,S08000026,Upper GI,3.0,3.0,NHS Shetland,,S92000003
10440,2020Q3,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10441,2020Q4,S08000020,S08000026,Breast,1.0,1.0,NHS Shetland,,S92000003
10442,2020Q4,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10443,2020Q4,S08000026,S08000026,Cervical,1.0,1.0,NHS Shetland,,S92000003
10444,2020Q4,S08000026,S08000026,Colorectal,1.0,1.0,NHS Shetland,,S92000003
10445,2020Q4,S08000026,S08000026,Lung,4.0,4.0,NHS Shetland,,S92000003
10446,2020Q4,S08000026,S08000026,Ovarian,1.0,1.0,NHS Shetland,,S92000003
10447,2020Q4,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10448,2020Q4,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10449,2021Q1,S08000026,S08000026,Breast,3.0,3.0,NHS Shetland,,S92000003
10450,2021Q1,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10451,2021Q1,S08000026,S08000026,Lymphoma,1.0,1.0,NHS Shetland,,S92000003
10452,2021Q1,S08000026,S08000026,Upper GI,2.0,2.0,NHS Shetland,,S92000003
10453,2021Q1,S08000026,S08000026,Urological,3.0,3.0,NHS Shetland,,S92000003
10454,2021Q2,S08000026,S08000026,Breast,4.0,4.0,NHS Shetland,,S92000003
10455,2021Q2,S08000026,S08000026,Colorectal,2.0,2.0,NHS Shetland,,S92000003
10456,2021Q2,S08000026,S08000026,Upper GI,1.0,1.0,NHS Shetland,,S92000003
10457,2021Q2,S08000026,S08000026,Urological,6.0,6.0,NHS Shetland,,S92000003
10458,2021Q3,S08000026,S08000026,Breast,2.0,2.0,NHS Shetland,,S92000003
10459,2021Q3,S08000026,S08000026,Colorectal,7.0,7.0,NHS Shetland,,S92000003
10460,2021Q3,S08000026,S08000026,Upper GI,6.0,6.0,NHS Shetland,,S92000003
10461,2021Q3,S08000026,S08000026,Urological,4.0,4.0,NHS Shetland,,S92000003
10462,2012Q1,S08000026,S08000026,All Cancer Types,19.0,19.0,NHS Shetland,,S92000003
10463,2012Q2,S08000026,S08000026,All Cancer Types,12.0,12.0,NHS Shetland,,S92000003
10464,2012Q3,S08000026,S08000026,All Cancer Types,8.0,8.0,NHS Shetland,,S92000003
10465,2012Q4,S08000026,S08000026,All Cancer Types,21.0,21.0,NHS Shetland,,S92000003
10466,2013Q1,S08000026,S08000026,All Cancer Types,13.0,13.0,NHS Shetland,,S92000003
10467,2013Q2,S08000020,S08000026,All Cancer Types,2.0,2.0,NHS Shetland,,S92000003
10468,2013Q2,S08000026,S08000026,All Cancer Types,26.0,25.0,NHS Shetland,,S92000003
10469,2013Q3,S08000020,S08000026,All Cancer Types,5.0,5.0,NHS Shetland,,S92000003
